datum;nummer1;nummer2;nummer3;nummer4;nummer5;zz1;zz2;spielEinsatz;anzahlKlasse1;quoteKlasse1;anzahlKlasse2;quoteKlasse2;anzahlKlasse3;quoteKlasse3;anzahlKlasse4;quoteKlasse4;anzahlKlasse5;quoteKlasse5;anzahlKlasse6;quoteKlasse6;anzahlKlasse7;quoteKlasse7;anzahlKlasse8;quoteKlasse8;anzahlKlasse9;quoteKlasse9;anzahlKlasse10;quoteKlasse10;anzahlKlasse11;quoteKlasse11;anzahlKlasse12;quoteKlasse12;tag
26.02.2016;9;11;19;42;45;7;10;31.787.514,00 €;0;0,00 €;5;270.193,80 €;10;47.681,20 €;32;4.966,70 €;549;260,50 €;1.115;99,70 €;1.217;78,30 €;17.520;28,10 €;26.329;18,10 €;50.889;13,40 €;92.525;13,30 €;371.275;8,10 €;Fr
04.03.2016;2;5;10;13;28;3;10;37.298.048,00 €;0;0,00 €;8;198.145,80 €;12;46.622,50 €;47;3.967,80 €;1.110;151,20 €;1.987;65,60 €;1.814;61,60 €;23.608;24,40 €;38.695;14,40 €;71.466;12,10 €;113.663;12,10 €;487.156;7,30 €;Fr
11.03.2016;10;16;31;37;40;3;9;43.852.168,00 €;0;0,00 €;2;931.858,50 €;3;219.260,80 €;36;6.090,50 €;681;289,70 €;1.179;130,10 €;2.216;59,30 €;34.394;20,20 €;31.594;20,20 €;55.072;17,10 €;195.165;8,70 €;482.692;8,60 €;Fr
18.03.2016;10;20;35;47;50;4;7;51.293.110,00 €;0;0,00 €;3;726.652,30 €;4;192.349,10 €;66;3.885,80 €;771;299,30 €;1.359;132,10 €;2.833;54,30 €;44.917;18,90 €;37.514;18,90 €;66.523;16,50 €;262.079;8,40 €;552.347;8,40 €;Fr
25.03.2016;9;10;19;20;35;3;4;59.539.114,00 €;1;76.766.891,40 €;6;421.735,30 €;9;99.231,80 €;89;3.344,80 €;1.427;187,70 €;2.099;99,20 €;3.523;50,70 €;45.268;20,30 €;61.181;14,80 €;85.173;14,80 €;228.859;10,10 €;810.355;7,00 €;Fr
01.04.2016;6;12;21;40;49;8;10;27.007.562,00 €;0;0,00 €;1;1.147.821,30 €;2;202.556,70 €;17;7.943,40 €;413;294,20 €;850;111,20 €;837;96,80 €;12.865;32,50 €;18.461;21,90 €;36.863;15,70 €;69.149;15,20 €;280.055;9,20 €;Fr
08.04.2016;1;2;16;31;50;1;7;27.241.802,00 €;0;0,00 €;2;578.888,20 €;2;204.313,50 €;25;5.448,30 €;456;268,80 €;675;141,20 €;1.338;61,00 €;19.211;21,90 €;21.145;19,30 €;33.441;17,50 €;103.988;10,20 €;303.055;8,50 €;Fr
15.04.2016;1;5;17;39;46;6;7;28.985.218,00 €;0;0,00 €;2;615.935,80 €;3;144.926,00 €;24;6.038,50 €;558;233,70 €;875;115,90 €;1.294;67,10 €;18.926;23,70 €;24.509;17,70 €;39.534;15,70 €;98.401;11,40 €;362.393;7,60 €;Fr
22.04.2016;5;28;31;33;49;1;2;30.121.798,00 €;1;29.071.164,30 €;3;426.725,40 €;2;225.913,40 €;30;5.020,20 €;447;303,20 €;889;117,20 €;1.203;75,10 €;17.473;27,70 €;22.920;19,70 €;41.216;15,70 €;97.355;12,00 €;344.213;8,30 €;Fr
29.04.2016;10;14;20;24;40;2;10;25.608.238,00 €;0;0,00 €;2;544.175,00 €;2;192.061,70 €;20;6.402,00 €;480;240,00 €;880;101,80 €;1.020;75,30 €;13.972;28,40 €;21.331;18,00 €;41.046;13,60 €;72.551;13,60 €;267.450;9,10 €;Fr
06.05.2016;12;24;38;45;46;6;10;24.871.460,00 €;1;14.476.862,80 €;3;352.345,60 €;7;53.295,90 €;23;5.406,80 €;513;218,10 €;1.106;83,10 €;839;83,10 €;11.751;32,80 €;19.486;19,10 €;41.105;14,50 €;62.555;14,50 €;253.226;9,30 €;Fr
13.05.2016;6;7;36;39;40;1;10;24.794.782,00 €;1;10.000.000,00 €;1;1.053.778,20 €;3;123.973,90 €;25;4.958,90 €;295;378,20 €;673;128,90 €;895;83,10 €;13.268;28,90 €;14.449;25,70 €;33.192;16,00 €;74.234;13,00 €;226.163;10,40 €;Fr
20.05.2016;6;19;23;33;34;4;7;23.399.288,00 €;0;0,00 €;3;331.489,90 €;2;175.494,60 €;37;3.162,00 €;474;222,10 €;692;118,30 €;1.850;37,90 €;27.718;14,50 €;21.392;14,50 €;35.046;14,30 €;139.774;6,90 €;312.923;6,90 €;Fr
27.05.2016;4;10;26;33;48;5;9;23.635.850,00 €;0;0,00 €;4;251.130,90 €;10;35.453,70 €;45;2.626,20 €;505;210,60 €;963;85,90 €;1.300;54,50 €;18.220;20,10 €;19.620;18,00 €;36.909;13,70 €;93.736;9,80 €;279.136;8,00 €;Fr
03.06.2016;13;20;32;34;47;6;9;25.352.634,00 €;0;0,00 €;2;538.743,40 €;1;380.289,50 €;20;6.338,10 €;417;273,50 €;804;110,30 €;1.017;74,70 €;14.944;26,20 €;19.695;19,30 €;36.977;14,70 €;79.550;12,40 €;276.567;8,70 €;Fr
10.06.2016;11;12;26;28;37;8;10;26.906.386,00 €;0;0,00 €;0;0,00 €;6;67.265,90 €;26;5.174,30 €;454;266,60 €;1.025;91,80 €;1.054;76,50 €;14.410;28,90 €;21.426;18,80 €;45.743;13,60 €;73.760;13,60 €;316.099;8,10 €;Fr
17.06.2016;16;18;19;23;44;1;3;28.655.240,00 €;0;0,00 €;5;472.273,80 €;4;107.457,10 €;30;4.775,80 €;523;246,50 €;919;109,10 €;1.316;65,30 €;20.736;21,40 €;24.791;17,30 €;41.250;14,90 €;107.570;10,30 €;372.853;7,30 €;Fr
24.06.2016;19;21;24;41;48;1;6;30.976.322,00 €;0;0,00 €;1;1.316.493,60 €;3;154.881,60 €;23;6.733,90 €;470;296,50 €;854;126,90 €;1.203;77,20 €;19.676;24,40 €;21.001;22,10 €;40.143;16,50 €;108.703;11,10 €;329.420;8,90 €;Fr
01.07.2016;29;37;38;47;50;2;4;35.096.710,00 €;0;0,00 €;3;497.203,30 €;2;263.225,30 €;25;7.019,30 €;525;300,80 €;832;147,60 €;1.554;67,70 €;23.733;22,90 €;25.413;20,70 €;42.036;17,90 €;135.141;10,10 €;393.767;8,50 €;Fr
08.07.2016;4;19;21;31;42;5;10;37.560.426,00 €;0;0,00 €;3;532.106,00 €;10;56.340,60 €;27;6.955,60 €;572;295,40 €;1.342;97,90 €;1.528;73,70 €;21.375;27,20 €;27.038;20,80 €;55.294;14,60 €;116.032;12,60 €;397.967;9,00 €;Fr
15.07.2016;12;22;36;38;50;2;9;43.393.450,00 €;0;0,00 €;1;1.844.221,60 €;5;130.180,30 €;45;4.821,40 €;714;273,40 €;1.256;120,90 €;2.370;54,90 €;33.645;19,90 €;32.986;19,70 €;59.303;15,70 €;177.398;9,50 €;494.344;8,30 €;Fr
22.07.2016;6;14;20;26;46;2;4;49.072.822,00 €;0;0,00 €;5;417.118,90 €;4;184.023,00 €;59;4.158,70 €;954;231,40 €;1.646;104,30 €;2.480;59,30 €;35.548;21,30 €;41.884;17,50 €;69.017;15,20 €;190.027;10,00 €;585.311;8,00 €;Fr
29.07.2016;4;8;22;36;44;5;10;62.567.082,00 €;1;84.777.435,80 €;11;241.736,40 €;18;52.139,20 €;67;4.669,10 €;1.336;210,70 €;3.082;71,00 €;2.903;64,60 €;39.695;24,40 €;51.956;18,00 €;109.702;12,20 €;203.828;11,90 €;701.076;8,50 €;Fr
05.08.2016;5;11;12;30;40;2;5;27.124.102,00 €;0;0,00 €;0;0,00 €;1;406.861,50 €;54;2.511,40 €;561;217,50 €;867;109,40 €;1.811;44,90 €;25.294;16,60 €;25.760;15,70 €;39.920;14,60 €;124.954;8,40 €;356.437;7,20 €;Fr
12.08.2016;6;15;18;21;38;1;4;27.261.204,00 €;0;0,00 €;2;1.155.687,70 €;4;102.229,50 €;28;4.868,00 €;550;223,00 €;980;97,30 €;1.226;66,70 €;17.730;23,80 €;23.069;17,70 €;41.929;13,90 €;91.273;11,60 €;325.973;7,90 €;Fr
19.08.2016;22;33;42;43;46;6;10;27.926.904,00 €;0;0,00 €;1;1.186.893,40 €;3;139.634,50 €;16;8.727,10 €;351;358,00 €;799;122,30 €;903;92,70 €;13.808;31,30 €;18.125;23,10 €;38.044;15,70 €;73.261;14,80 €;274.127;9,70 €;Fr
26.08.2016;4;8;9;33;43;5;9;28.911.242,00 €;0;0,00 €;2;614.363,80 €;4;108.417,10 €;21;6.883,60 €;495;262,80 €;827;122,30 €;1.407;61,60 €;21.654;20,60 €;23.537;18,40 €;42.445;14,60 €;111.512;10,10 €;359.566;7,60 €;Fr
02.09.2016;15;28;30;42;50;1;8;32.234.482,00 €;0;0,00 €;2;684.982,70 €;0;0,00 €;26;6.198,90 €;479;302,80 €;869;129,80 €;1.369;70,60 €;21.378;23,30 €;22.982;21,00 €;41.271;16,70 €;116.695;10,70 €;343.470;8,90 €;Fr
09.09.2016;11;27;34;35;39;6;10;35.645.800,00 €;0;0,00 €;2;757.473,20 €;4;254.551,00 €;31;5.749,30 €;495;324,00 €;1.210;103,10 €;1.274;83,90 €;18.680;29,50 €;26.366;20,20 €;58.153;13,60 €;99.523;13,60 €;378.813;8,90 €;Fr
16.09.2016;15;28;30;37;43;2;5;40.713.232,00 €;0;0,00 €;5;346.062,40 €;7;87.242,60 €;51;3.991,40 €;767;238,80 €;1.277;111,50 €;2.310;52,80 €;33.034;19,10 €;34.207;17,80 €;57.404;15,20 €;177.591;8,90 €;487.546;7,90 €;Fr
23.09.2016;1;7;23;25;45;5;8;46.956.002,00 €;0;0,00 €;4;498.907,50 €;12;58.695,00 €;78;3.010,00 €;979;215,80 €;1.986;82,70 €;2.793;50,40 €;41.546;17,50 €;43.576;16,10 €;77.042;13,10 €;215.428;8,50 €;598.461;7,40 €;Fr
30.09.2016;4;28;29;39;44;8;10;56.568.532,00 €;0;0,00 €;1;2.404.162,60 €;8;106.065,90 €;45;6.285,30 €;796;319,70 €;1.618;122,30 €;2.066;82,10 €;30.993;28,20 €;41.151;20,60 €;79.181;15,30 €;166.576;13,20 €;625.320;8,60 €;Fr
07.10.2016;1;10;20;43;44;6;9;73.721.270,00 €;0;0,00 €;2;4.079.856,90 €;10;110.581,90 €;61;6.042,70 €;1.112;298,30 €;1.982;130,10 €;2.965;74,50 €;44.607;25,60 €;50.915;21,70 €;94.395;16,70 €;249.942;11,50 €;779.951;9,00 €;Fr
14.10.2016;7;10;25;39;42;3;6;79.950.034,00 €;1;90.000.000,00 €;8;2.780.570,90 €;11;109.022,70 €;122;3.276,60 €;1.704;211,10 €;2.981;93,80 €;5.200;46,10 €;71.230;17,30 €;70.957;16,90 €;120.478;14,20 €;371.916;8,30 €;1.006.022;7,50 €;Fr
21.10.2016;14;16;28;34;35;3;9;31.196.774,00 €;1;10.549.199,70 €;6;220.977,10 €;8;58.493,90 €;36;4.332,80 €;645;217,60 €;1.093;99,80 €;1.975;47,30 €;26.759;18,00 €;28.961;16,10 €;49.635;13,50 €;140.755;8,60 €;373.772;7,90 €;Fr
28.10.2016;1;4;6;12;13;1;6;29.546.370,00 €;0;0,00 €;12;106.182,20 €;4;106.182,20 €;96;1.538,80 €;957;138,90 €;1.480;69,80 €;2.581;34,30 €;24.757;18,40 €;30.897;14,30 €;51.122;12,40 €;107.741;10,60 €;384.484;7,30 €;Fr
04.11.2016;14;15;16;22;50;2;10;30.536.060,00 €;0;0,00 €;3;432.594,10 €;4;114.510,20 €;26;5.872,30 €;401;342,60 €;815;131,10 €;1.104;82,90 €;17.216;27,40 €;20.283;22,50 €;39.241;16,70 €;90.991;13,00 €;322.492;9,00 €;Fr
11.11.2016;1;16;18;42;47;6;8;31.343.822,00 €;0;0,00 €;2;666.056,20 €;2;235.078,60 €;32;4.897,40 €;370;381,20 €;681;161,00 €;1.288;73,00 €;20.571;23,60 €;20.992;22,30 €;35.712;18,80 €;113.285;10,70 €;344.316;8,60 €;Fr
18.11.2016;7;10;16;32;40;1;6;32.997.454,00 €;0;0,00 €;5;280.478,30 €;3;164.987,20 €;30;5.499,50 €;520;285,50 €;1.076;107,30 €;1.643;60,20 €;23.322;21,90 €;25.514;19,30 €;50.515;14,00 €;119.935;10,70 €;372.973;8,40 €;Fr
25.11.2016;19;28;34;45;49;1;6;35.427.528,00 €;0;0,00 €;4;376.417,40 €;4;132.853,20 €;36;4.920,40 €;528;301,90 €;1.041;119,10 €;1.486;71,50 €;23.472;23,30 €;25.228;21,00 €;51.234;14,80 €;126.298;10,20 €;379.289;8,90 €;Fr
02.12.2016;1;20;39;48;50;3;7;40.143.296,00 €;0;0,00 €;3;568.696,60 €;2;301.074,70 €;46;4.363,40 €;587;307,70 €;981;143,20 €;2.255;53,40 €;36.747;18,80 €;28.375;18,80 €;46.931;18,30 €;231.246;8,10 €;430.797;8,10 €;Fr
09.12.2016;12;17;29;44;50;2;10;42.914.022,00 €;0;0,00 €;3;607.948,60 €;5;128.742,00 €;48;4.470,20 €;764;252,70 €;1.432;104,80 €;1.847;69,70 €;25.677;25,90 €;33.792;19,00 €;65.690;14,00 €;132.455;12,60 €;480.835;8,50 €;Fr
16.12.2016;2;3;24;25;34;6;8;49.134.332,00 €;0;0,00 €;3;696.069,70 €;7;105.287,80 €;45;5.459,30 €;823;268,60 €;1.552;110,80 €;2.299;64,10 €;35.241;21,60 €;39.064;18,80 €;72.685;14,50 €;188.939;10,10 €;619.252;7,50 €;Fr
23.12.2016;13;27;30;42;46;3;4;62.337.680,00 €;0;0,00 €;4;662.337,80 €;6;155.844,20 €;72;4.329,00 €;1.390;201,80 €;2.002;108,90 €;3.109;60,10 €;44.188;21,80 €;58.727;15,90 €;85.122;15,70 €;237.236;10,20 €;817.074;7,20 €;Fr
30.12.2016;27;30;45;47;50;1;9;71.721.126,00 €;0;0,00 €;5;2.656.767,00 €;5;215.163,30 €;66;5.433,40 €;1.047;308,20 €;1.938;129,50 €;2.699;79,70 €;41.219;26,90 €;47.333;22,70 €;89.106;17,30 €;227.893;12,20 €;725.005;9,40 €;Fr
06.01.2017;7;14;23;27;35;3;5;74.230.732,00 €;5;18.000.000,00 €;35;596.446,70 €;30;37.115,30 €;237;1.566,00 €;3.151;106,00 €;4.098;63,30 €;6.957;32,00 €;76.087;15,10 €;95.743;11,60 €;137.185;11,60 €;347.066;8,30 €;1.102.845;6,40 €;Fr
13.01.2017;2;21;26;44;45;1;6;34.159.190,00 €;0;0,00 €;3;483.921,80 €;5;102.477,50 €;25;6.831,80 €;431;356,60 €;895;133,50 €;1.454;70,40 €;22.324;23,70 €;23.120;22,10 €;42.966;17,00 €;124.726;10,60 €;354.957;9,10 €;Fr
20.01.2017;5;23;25;35;40;5;8;32.706.936,00 €;0;0,00 €;2;965.022,30 €;3;163.534,60 €;59;2.771,70 €;576;255,50 €;875;130,80 €;2.387;41,10 €;31.659;16,10 €;30.244;16,10 €;45.093;15,50 €;161.054;7,90 €;407.246;7,60 €;Fr
27.01.2017;12;15;19;29;48;7;9;34.068.330,00 €;0;0,00 €;2;723.952,00 €;3;170.341,60 €;32;5.323,10 €;639;239,90 €;1.161;102,70 €;1.676;60,90 €;22.760;23,20 €;31.135;16,40 €;51.184;14,30 €;116.447;11,40 €;439.855;7,30 €;Fr
03.02.2017;4;5;17;39;47;3;5;37.527.750,00 €;0;0,00 €;4;398.732,30 €;3;187.638,70 €;47;3.992,30 €;763;221,30 €;1.122;117,00 €;1.913;58,80 €;27.765;20,90 €;36.323;15,50 €;51.577;15,50 €;146.263;10,00 €;513.826;6,90 €;Fr
10.02.2017;13;23;31;42;44;2;5;40.116.976,00 €;2;22.569.527,60 €;3;568.323,80 €;3;200.584,80 €;49;4.093,50 €;860;209,90 €;1.335;105,10 €;2.362;50,90 €;34.559;17,90 €;34.983;17,20 €;57.556;14,90 €;182.068;8,50 €;500.717;7,60 €;Fr
17.02.2017;7;18;19;40;49;5;6;30.587.124,00 €;0;0,00 €;6;216.658,70 €;5;91.761,30 €;37;4.133,30 €;840;163,80 €;1.127;94,90 €;1.510;60,70 €;22.010;21,50 €;27.224;16,80 €;45.114;14,50 €;116.338;10,20 €;387.514;7,50 €;Fr
24.02.2017;1;7;13;19;20;6;8;30.968.216,00 €;0;0,00 €;7;188.021,30 €;21;22.120,10 €;51;3.036,00 €;1.161;120,00 €;2.305;47,90 €;1.890;47,90 €;23.847;20,10 €;34.068;13,60 €;63.715;10,40 €;117.450;10,20 €;428.994;6,80 €;Fr
03.03.2017;3;7;16;18;25;2;10;33.088.452,00 €;0;0,00 €;3;468.753,00 €;9;55.147,40 €;35;4.726,90 €;839;177,40 €;1.735;66,70 €;1.513;65,60 €;20.408;25,10 €;31.182;15,90 €;68.910;11,60 €;102.499;11,60 €;404.390;7,80 €;Fr
10.03.2017;13;18;20;35;46;7;8;35.011.784,00 €;0;0,00 €;4;372.000,20 €;3;175.058,90 €;30;5.835,20 €;605;260,40 €;936;130,90 €;1.506;69,70 €;22.357;24,20 €;30.098;17,40 €;45.333;16,60 €;120.883;11,20 €;442.520;7,50 €;Fr
17.03.2017;3;16;25;38;45;7;8;37.698.802,00 €;0;0,00 €;9;178.022,10 €;6;94.247,00 €;28;6.731,90 €;1.070;158,50 €;1.462;90,20 €;1.627;69,50 €;24.503;23,80 €;37.192;15,20 €;56.660;14,30 €;129.491;11,30 €;493.849;7,20 €;Fr
24.03.2017;25;26;30;36;44;3;9;40.835.108,00 €;0;0,00 €;3;578.497,30 €;5;122.505,30 €;38;5.373,00 €;586;313,50 €;998;143,20 €;2.007;61,00 €;32.667;20,20 €;28.781;20,20 €;49.986;17,50 €;185.186;8,50 €;454.713;8,50 €;Fr
31.03.2017;8;14;34;40;44;1;7;46.099.214,00 €;0;0,00 €;4;489.804,10 €;4;172.872,00 €;45;5.122,10 €;719;288,50 €;1.249;129,10 €;2.062;67,00 €;30.541;23,30 €;34.362;20,10 €;62.480;15,80 €;172.916;10,30 €;516.931;8,50 €;Fr
07.04.2017;10;27;43;45;46;4;8;52.914.060,00 €;0;0,00 €;6;374.807,90 €;8;99.213,80 €;65;4.070,30 €;828;287,50 €;1.364;135,70 €;2.906;54,60 €;44.839;19,20 €;39.181;19,20 €;65.776;17,20 €;253.400;8,30 €;598.460;8,30 €;Fr
14.04.2017;6;22;33;46;49;1;5;57.999.676,00 €;1;86.970.702,80 €;3;821.662,00 €;10;86.999,50 €;56;5.178,50 €;1.009;258,60 €;1.958;103,60 €;2.708;64,20 €;39.240;22,90 €;48.409;17,90 €;85.379;14,50 €;206.245;10,90 €;668.674;8,20 €;Fr
21.04.2017;27;31;44;46;49;6;8;30.337.086,00 €;0;0,00 €;4;322.331,50 €;3;151.685,40 €;24;6.320,20 €;465;293,50 €;753;141,00 €;1.324;68,70 €;19.705;23,80 €;21.422;21,20 €;36.168;18,00 €;110.529;10,70 €;331.983;8,70 €;Fr
28.04.2017;3;38;39;41;45;3;5;32.104.618,00 €;0;0,00 €;0;0,00 €;3;160.523,00 €;33;4.864,30 €;444;325,30 €;704;159,60 €;1.640;58,70 €;26.095;19,70 €;23.479;19,70 €;36.627;18,80 €;153.811;8,10 €;373.448;8,10 €;Fr
05.05.2017;8;11;23;41;42;6;8;32.598.480,00 €;0;0,00 €;2;1.374.940,80 €;1;488.977,20 €;30;5.433,00 €;637;230,20 €;1.049;108,70 €;1.625;60,10 €;24.244;20,80 €;28.311;17,20 €;47.168;14,80 €;125.364;10,00 €;397.780;7,80 €;Fr
12.05.2017;7;14;31;35;46;1;2;34.440.288,00 €;0;0,00 €;2;731.856,10 €;9;57.400,40 €;36;4.783,30 €;663;233,70 €;1.081;111,50 €;1.394;74,10 €;20.090;26,50 €;28.158;18,30 €;52.004;14,20 €;109.929;12,20 €;395.666;8,30 €;Fr
19.05.2017;22;33;41;46;50;2;6;36.454.476,00 €;0;0,00 €;3;516.438,40 €;4;136.704,20 €;35;5.207,70 €;586;279,90 €;1.038;122,90 €;1.694;64,50 €;26.386;21,40 €;26.633;20,50 €;46.915;16,70 €;147.145;9,60 €;393.777;8,80 €;Fr
26.05.2017;3;11;13;15;23;1;9;37.575.520,00 €;1;50.270.035,20 €;7;228.137,00 €;37;15.233,30 €;34;5.525,80 €;952;177,60 €;2.027;64,80 €;2.077;54,20 €;25.241;23,00 €;37.604;14,90 €;79.479;11,20 €;123.361;11,20 €;457.728;7,80 €;Fr
02.06.2017;2;4;17;20;46;1;8;28.700.340,00 €;0;0,00 €;4;304.941,10 €;3;143.501,70 €;26;5.519,20 €;496;260,30 €;962;104,40 €;1.418;60,70 €;19.710;22,50 €;23.072;18,60 €;43.044;14,30 €;105.111;10,60 €;329.736;8,30 €;Fr
09.06.2017;13;17;20;24;47;5;8;29.026.944,00 €;0;0,00 €;5;246.729,00 €;4;108.851,00 €;52;2.791,00 €;579;225,50 €;1.024;99,20 €;1.973;44,10 €;27.988;16,20 €;26.511;16,20 €;44.695;13,90 €;139.980;8,00 €;377.151;7,30 €;Fr
16.06.2017;1;24;25;31;38;1;7;30.406.996,00 €;0;0,00 €;0;0,00 €;3;152.034,90 €;29;5.242,50 €;484;282,70 €;761;139,80 €;1.470;62,00 €;22.457;20,90 €;23.046;19,70 €;38.512;16,90 €;119.867;9,80 €;353.043;8,20 €;Fr
23.06.2017;6;14;19;27;35;2;4;32.088.532,00 €;0;0,00 €;5;531.211,90 €;8;60.165,90 €;74;2.168,10 €;982;147,00 €;1.468;76,50 €;2.130;45,10 €;27.228;18,20 €;34.991;13,70 €;55.555;12,40 €;131.322;9,50 €;443.683;6,90 €;Fr
30.06.2017;1;3;11;18;31;3;6;35.222.884,00 €;0;0,00 €;5;299.394,50 €;3;176.114,40 €;62;2.840,50 €;979;161,90 €;1.370;89,90 €;2.652;39,80 €;35.181;15,50 €;35.030;15,00 €;55.131;13,70 €;181.195;7,50 €;457.968;7,30 €;Fr
07.07.2017;15;16;17;23;30;6;9;37.710.714,00 €;1;46.505.018,60 €;2;801.352,60 €;7;80.808,60 €;35;5.387,20 €;618;274,50 €;1.195;110,40 €;1.717;65,80 €;24.274;24,00 €;29.804;18,90 €;57.691;14,00 €;128.063;11,40 €;434.928;8,20 €;Fr
14.07.2017;3;9;25;31;49;8;9;28.996.288,00 €;0;0,00 €;3;410.780,70 €;10;43.494,40 €;23;6.303,50 €;695;187,70 €;1.145;88,60 €;1.065;81,60 €;15.185;29,50 €;26.137;16,60 €;44.402;14,20 €;78.965;14,20 €;362.473;7,60 €;Fr
21.07.2017;27;35;36;38;48;2;3;29.388.600,00 €;0;0,00 €;0;0,00 €;5;88.165,80 €;28;5.247,90 €;528;250,40 €;763;134,80 €;1.270;69,40 €;18.132;25,10 €;24.492;17,90 €;36.992;17,00 €;96.725;11,80 €;372.536;7,50 €;Fr
28.07.2017;14;18;26;40;45;1;5;30.865.528,00 €;0;0,00 €;0;0,00 €;6;77.163,80 €;36;4.286,60 €;546;254,30 €;869;124,30 €;1.356;68,20 €;20.547;23,20 €;23.358;19,80 €;41.191;16,10 €;113.707;10,50 €;341.571;8,60 €;Fr
04.08.2017;18;39;44;46;47;4;6;33.195.914,00 €;0;0,00 €;0;0,00 €;2;248.969,30 €;29;5.723,40 €;494;302,30 €;851;136,50 €;1.694;58,70 €;25.616;20,00 €;24.874;20,00 €;41.586;17,10 €;142.830;9,00 €;368.899;8,50 €;Fr
11.08.2017;13;14;21;23;40;1;3;35.361.096,00 €;0;0,00 €;2;2.737.236,60 €;4;132.604,10 €;40;4.420,10 €;631;252,10 €;947;130,60 €;1.842;57,50 €;25.068;21,00 €;29.748;17,80 €;48.320;15,70 €;132.459;10,40 €;456.062;7,40 €;Fr
18.08.2017;1;4;20;32;34;3;6;39.139.914,00 €;1;47.357.065,00 €;4;415.861,50 €;3;195.669,50 €;41;4.773,10 €;610;288,70 €;951;144,00 €;1.957;59,90 €;32.110;19,70 €;28.438;19,70 €;48.140;17,40 €;184.642;8,30 €;445.853;8,30 €;Fr
25.08.2017;11;20;28;41;45;5;9;28.745.024,00 €;0;0,00 €;3;407.221,10 €;6;71.862,50 €;40;3.593,10 €;519;249,20 €;887;113,40 €;1.388;62,10 €;18.994;23,40 €;20.895;20,60 €;37.632;16,40 €;102.942;10,80 €;312.290;8,70 €;Fr
01.09.2017;3;4;9;19;28;1;7;30.215.972,00 €;0;0,00 €;2;642.089,40 €;13;34.864,50 €;51;2.962,30 €;856;158,80 €;1.632;64,80 €;2.045;44,30 €;26.324;17,70 €;33.431;13,50 €;59.509;10,90 €;123.193;9,50 €;423.785;6,80 €;Fr
08.09.2017;11;38;40;42;48;4;5;31.617.442,00 €;0;0,00 €;3;447.913,70 €;5;94.852,30 €;23;6.873,30 €;433;328,50 €;740;149,50 €;1.292;73,40 €;19.972;24,50 €;22.446;21,10 €;36.136;18,80 €;115.484;10,60 €;346.250;8,70 €;Fr
15.09.2017;15;22;29;33;47;3;7;36.264.036,00 €;2;15.363.349,60 €;5;308.244,30 €;7;77.708,60 €;136;1.333,20 €;907;179,90 €;1.503;84,40 €;3.696;29,40 €;45.737;13,90 €;23.874;13,90 €;54.237;13,90 €;229.808;7,00 €;461.326;7,00 €;Fr
22.09.2017;10;17;32;36;47;2;5;30.163.226,00 €;0;0,00 €;1;1.281.937,10 €;3;150.816,10 €;36;4.189,30 €;512;265,10 €;917;115,10 €;1.796;50,30 €;25.119;18,60 €;24.200;18,60 €;40.257;16,10 €;135.059;8,70 €;360.034;8,00 €;Fr
29.09.2017;2;12;15;29;44;7;10;31.532.588,00 €;0;0,00 €;3;446.711,60 €;5;94.597,70 €;32;4.926,90 €;601;236,10 €;1.196;92,20 €;1.268;74,60 €;18.348;26,50 €;27.358;17,20 €;50.929;13,30 €;91.817;13,30 €;376.301;8,00 €;Fr
06.10.2017;5;17;28;40;44;1;8;32.798.512,00 €;0;0,00 €;1;1.393.936,70 €;5;98.395,50 €;37;4.432,20 €;576;256,20 €;1.163;98,70 €;1.615;60,90 €;23.459;21,60 €;26.992;18,20 €;48.863;14,40 €;125.020;10,20 €;385.091;8,10 €;Fr
13.10.2017;9;40;43;44;46;1;8;38.448.238,00 €;0;0,00 €;2;817.025,00 €;4;144.180,80 €;34;5.654,10 €;608;284,50 €;992;135,60 €;1.500;76,80 €;25.102;23,70 €;25.336;22,70 €;44.298;18,60 €;138.372;10,80 €;385.117;9,50 €;Fr
20.10.2017;1;10;25;46;49;1;6;40.964.860,00 €;1;41.570.496,90 €;4;435.251,60 €;6;102.412,10 €;42;4.876,70 €;742;248,40 €;1.283;111,70 €;2.129;57,70 €;28.549;22,20 €;32.337;19,00 €;56.500;15,50 €;148.659;10,70 €;455.860;8,50 €;Fr
27.10.2017;2;20;23;29;50;4;5;30.351.240,00 €;0;0,00 €;1;1.289.927,70 €;11;41.388,00 €;31;4.895,30 €;457;298,80 €;793;133,90 €;1.353;67,20 €;20.862;22,50 €;23.014;19,70 €;38.657;16,80 €;113.091;10,40 €;356.672;8,10 €;Fr
03.11.2017;2;35;44;45;50;6;7;31.371.702,00 €;0;0,00 €;0;0,00 €;1;470.575,50 €;23;6.819,90 €;412;342,60 €;735;149,30 €;1.175;80,00 €;18.077;26,80 €;20.789;22,60 €;35.578;18,90 €;103.111;11,80 €;333.087;8,90 €;Fr
10.11.2017;1;14;17;24;50;8;9;33.539.344,00 €;1;23.425.613,90 €;3;919.573,10 €;2;251.545,00 €;37;4.532,30 €;543;277,90 €;984;119,20 €;1.298;77,50 €;18.551;28,00 €;26.045;19,30 €;47.705;15,10 €;98.770;13,20 €;394.313;8,10 €;Fr
