datum;nummer1;nummer2;nummer3;nummer4;nummer5;zz1;zz2;spielEinsatz;anzahlKlasse1;quoteKlasse1;anzahlKlasse2;quoteKlasse2;anzahlKlasse3;quoteKlasse3;anzahlKlasse4;quoteKlasse4;anzahlKlasse5;quoteKlasse5;anzahlKlasse6;quoteKlasse6;anzahlKlasse7;quoteKlasse7;anzahlKlasse8;quoteKlasse8;anzahlKlasse9;quoteKlasse9;anzahlKlasse10;quoteKlasse10;anzahlKlasse11;quoteKlasse11;anzahlKlasse12;quoteKlasse12;tag
27.09.2019;34;21;24;47;26;6;4;38.232.780,00 €;0;0,00 €;1;1.624.893,10 €;2;286.745,80 €;43;4.445,60 €;641;268,40 €;1.097;121,90 €;2.218;51,70 €;31.649;18,70 €;30.751;18,60 €;52.050;15,70 €;165.478;9,00 €;443.406;8,20 €;Fr
04.10.2019;15;19;20;45;49;8;7;40.242.622,00 €;0;0,00 €;4;427.577,80 €;0;0,00 €;42;4.790,70 €;634;285,60 €;984;143,10 €;1.720;70,10 €;26.246;23,70 €;30.981;19,40 €;48.247;17,90 €;141.637;11,00 €;493.342;7,70 €;Fr
11.10.2019;44;39;8;12;13;4;9;42.550.282,00 €;0;0,00 €;2;904.193,40 €;5;248.378,70 €;71;2.996,40 €;823;232,60 €;1.482;100,40 €;2.383;53,50 €;35.152;18,70 €;37.090;17,20 €;66.502;13,70 €;177.122;9,30 €;547.082;7,40 €;Fr
18.10.2019;44;9;6;43;31;6;9;46.590.302,00 €;0;0,00 €;4;495.021,90 €;5;139.770,90 €;55;4.235,40 €;739;283,70 €;1.359;119,90 €;2.633;53,00 €;35.746;20,20 €;34.702;20,10 €;62.326;16,00 €;164.568;11,00 €;528.584;8,40 €;Fr
25.10.2019;34;2;30;45;35;1;2;51.866.828,00 €;0;0,00 €;6;367.390,00 €;5;155.600,40 €;40;6.483,30 €;670;348,30 €;1.273;142,60 €;1.907;81,50 €;29.108;27,60 €;33.493;23,20 €;59.911;18,60 €;164.813;12,20 €;533.901;9,20 €;Fr
01.11.2019;17;40;31;3;34;2;1;56.346.456,00 €;0;0,00 €;9;266.080,40 €;7;120.742,40 €;51;5.524,10 €;1.020;248,50 €;1.760;112,00 €;2.296;73,60 €;33.320;26,20 €;43.413;19,40 €;79.637;15,20 €;180.249;12,10 €;629.561;8,50 €;Fr
08.11.2019;49;39;14;23;20;10;4;65.733.198,00 €;0;0,00 €;3;931.220,30 €;13;75.845,90 €;58;5.666,60 €;968;305,50 €;1.836;125,30 €;2.683;73,40 €;39.345;25,80 €;47.436;20,70 €;88.975;15,80 €;208.383;12,30 €;726.253;8,60 €;Fr
15.11.2019;24;30;39;10;19;4;2;79.740.466,00 €;0;0,00 €;8;1.617.777,00 €;7;170.872,40 €;76;5.246,00 €;1.500;239,20 €;2.605;107,10 €;4.024;59,40 €;60.147;20,50 €;66.748;17,90 €;114.023;15,00 €;309.690;10,00 €;984.612;7,70 €;Fr
22.11.2019;3;24;12;37;38;3;7;83.916.218,00 €;3;30.000.000,00 €;8;2.938.894,20 €;19;66.249,60 €;251;1.671,60 €;2.276;165,90 €;3.419;85,90 €;10.082;24,90 €;117.893;12,70 €;89.653;12,70 €;135.565;12,70 €;544.590;6,60 €;1.149.040;6,60 €;Fr
29.11.2019;31;2;30;45;3;8;6;42.722.274,00 €;0;0,00 €;4;453.924,10 €;5;128.166,80 €;28;7.628,90 €;575;334,30 €;1.078;138,70 €;1.745;73,40 €;27.374;24,10 €;29.958;21,30 €;54.235;16,90 €;151.754;10,90 €;468.629;8,70 €;Fr
06.12.2019;8;14;30;23;45;1;9;44.937.928,00 €;1;23.515.066,30 €;4;477.465,40 €;7;96.295,50 €;57;3.941,90 €;792;255,30 €;1.624;96,80 €;2.007;67,10 €;28.975;24,00 €;34.292;19,60 €;69.934;13,80 €;154.630;11,30 €;495.052;8,60 €;Fr
13.12.2019;25;31;49;38;50;5;10;42.861.784,00 €;1;10.455.190,60 €;3;607.208,60 €;2;321.463,30 €;45;4.762,40 €;629;306,60 €;1.163;128,90 €;1.893;67,90 €;27.869;23,80 €;29.500;21,70 €;53.660;17,10 €;150.041;11,10 €;439.148;9,30 €;Fr
20.12.2019;22;35;12;20;21;4;10;41.067.602,00 €;0;0,00 €;4;436.343,20 €;0;0,00 €;29;7.080,60 €;690;267,80 €;1.239;116,00 €;1.659;74,20 €;24.656;25,80 €;32.296;19,00 €;61.914;14,20 €;128.681;12,40 €;468.419;8,30 €;Fr
27.12.2019;28;45;7;34;12;6;3;40.653.152,00 €;0;0,00 €;3;575.919,60 €;9;136.201,20 €;84;2.419,80 €;1.046;174,80 €;1.746;81,40 €;3.108;39,20 €;39.648;15,80 €;41.086;14,80 €;66.604;13,10 €;196.615;8,00 €;539.158;7,20 €;Fr
03.01.2020;35;41;6;30;27;5;4;43.682.096,00 €;0;0,00 €;3;618.829,60 €;4;163.807,80 €;36;6.066,90 €;721;272,60 €;1.183;129,20 €;1.800;72,80 €;28.768;23,50 €;34.020;19,20 €;54.913;17,10 €;159.435;10,60 €;510.145;8,10 €;Fr
10.01.2020;4;25;49;34;14;9;4;48.843.082,00 €;0;0,00 €;2;1.037.915,40 €;9;81.405,10 €;55;4.440,20 €;858;256,10 €;1.432;119,30 €;2.801;52,30 €;38.729;19,50 €;41.380;17,70 €;68.819;15,20 €;199.781;9,50 €;580.535;8,00 €;Fr
17.01.2020;49;1;45;32;23;10;5;55.578.606,00 €;0;0,00 €;2;1.181.045,30 €;13;64.129,10 €;41;6.777,80 €;867;288,40 €;1.544;125,90 €;2.367;70,40 €;33.739;25,50 €;39.305;21,20 €;74.672;16,00 €;185.367;11,60 €;577.487;9,10 €;Fr
24.01.2020;5;29;48;20;12;7;9;61.641.152,00 €;0;0,00 €;5;523.949,70 €;11;84.056,10 €;77;4.002,60 €;1.298;213,70 €;2.126;101,40 €;3.275;56,40 €;44.441;21,40 €;57.545;16,00 €;92.558;14,30 €;233.844;10,20 €;788.806;7,40 €;Fr
31.01.2020;39;12;1;23;7;4;3;72.820.190,00 €;0;0,00 €;4;773.714,50 €;15;72.820,10 €;77;4.728,50 €;1.717; 190,80 €;2.561;99,50 €;4.024;54,20 €;54.862;20,50 €;78.469;13,90 €;117.462;13,30 €;275.123;10,30 €;1.043.610;6,60 €;Fr
07.02.2020;44;7;22;16;36;3;4;85.698.106,00 €;1;90.000.000,00 €;14;1.391.535,60 €;14;91.819,30 €;129;3.321,60 €;2.274;169,50 €;3.368;89,00 €;4.397;58,40 €;62.269;21,30 €;85.751;14,90 €;131.432;14,00 €;322.138;10,30 €;1.154.494;7,00 €;Fr
14.02.2020;30;49;2;6;32;4;1;43.598.558,00 €;0;0,00 €;3;617.646,20 €;6;108.996,30 €;39;5.589,50 €;672;291,90 €;1.238;123,20 €;1.665;78,50 €;25.608;26,30 €;31.980;20,40 €;57.261;16,30 €;140.559;12,00 €;475.581;8,70 €;Fr
21.02.2020;47;39;45;13;2;4;6;45.702.162,00 €;0;0,00 €;2;971.170,90 €;6;114.255,40 €;45;5.078,00 €;779;264,00 €;1.324;120,80 €;2.363;58,00 €;34.505;20,50 €;34.345;19,90 €;61.720;15,90 €;189.507;9,40 €;514.431;8,40 €;Fr
28.02.2020;38;12;22;24;29;5;6;48.439.194,00 €;0;0,00 €;4;514.666,40 €;7;103.798,20 €;77;3.145,40 €;1.049;207,70 €;1.968;86,10 €;2.716;53,50 €;37.248;20,10 €;46.600;15,50 €;83.102;12,50 €;184.393;10,20 €;633.364;7,30 €;Fr
06.03.2020;35;36;41;19;15;5;10;53.320.028,00 €;0;0,00 €;2;1.133.050,50 €;3;266.600,10 €;52;5.126,90 €;778;308,40 €;1.430;130,50 €;2.144;74,60 €;33.641;24,50 €;37.333;21,40 €;71.681;15,90 €;176.936;11,70 €;566.523;8,90 €;Fr
13.03.2020;17;1;39;29;42;7;8;58.758.288,00 €;0;0,00 €;3;832.409,00 €;8;110.171,70 €;56;5.246,20 €;1.147;230,50 €;1.655;124,20 €;2.683;65,70 €;39.218;23,20 €;50.742;17,30 €;76.632;16,40 €;211.044;10,80 €;735.323;7,60 €;Fr
20.03.2020;30;37;28;14;9;10;3;55.177.444,00 €;0;0,00 €;4;586.260,30 €;13;63.666,20 €;66;4.180,10 €;1.088;228,20 €;2.032;95,00 €;2.507;66,00 €;34.177;25,00 €;47.165;17,50 €;87.374;13,50 €;177.960;12,00 €;654.298;8,00 €;Fr
27.03.2020;41;13;34;23;19;3;8;62.034.472,00 €;0;0,00 €;4;659.116,20 €;6;155.086,10 €;107;2.898,80 €;1.353;206,30 €;2.116;102,60 €;4.762;39,00 €;65.740;15,20 €;58.089;15,20 €;93.156;14,30 €;324.956;7,40 €;808.906;7,30 €;Fr
03.04.2020;3;41;26;40;21;8;10;72.470.288,00 €;0;0,00 €;4;4.958.270,70 €;7;155.293,40 €;55;6.588,20 €;1.039;313,80 €;2.042;124,20 €;2.692;80,70 €;39.726;28,20 €;49.769;21,80 €;97.331;16,00 €;216.282;13,00 €;754.661;9,10 €;Fr
10.04.2020;43;50;2;8;7;3;2;73.646.678,00 €;0;0,00 €;4;5.202.243,10 €;13;84.976,90 €;63;5.844,90 €;1.201;275,90 €;1.879;137,10 €;3.268;67,60 €;48.898;23,30 €;62.141;17,70 €;92.802;17,00 €;258.922;11,00 €;949.349;7,40 €;Fr
17.04.2020;33;41;1;18;23;6;2;78.786.378,00 €;0;0,00 €;3;7.331.310,90 €;11;107.435,90 €;70;5.627,50 €;1.263;280,70 €;2.311;119,30 €;3.862;61,20 €;59.092;20,60 €;60.856;19,40 €;111.035;15,20 €;316.970;9,60 €;922.415;8,10 €;Fr
24.04.2020;35;13;34;6;15;5;1;84.049.640,00 €;0;0,00 €;6;3.920.309,50 €;10;126.074,40 €;85;4.944,00 €;1.487;254,30 €;2.670;110,10 €;4.002;63,00 €;57.704;22,50 €;68.663;18,30 €;124.872;14,40 €;299.351;10,90 €;995.257;8,00 €;Fr
01.05.2020;21;11;41;6;12;2;1;86.636.616,00 €;1;90.000.000,00 €;4;6.104.297,30 €;10;129.954,90 €;113;3.833,40 €;1.590;245,10 €;2.710;111,80 €;4.790;54,20 €;57.144;23,40 €;74.721;17,30 €;130.172;14,30 €;280.683;12,00 €;1.026.036;8,00 €;Fr
08.05.2020;11;15;36;9;43;9;8;44.433.872,00 €;1;13.286.943,40 €;4;472.109,80 €;8;83.313,50 €;46;4.829,70 €;841;237,70 €;1.444;107,60 €;1.777;75,00 €;25.727;26,70 €;37.974;17,50 €;62.773;15,20 €;135.108;12,80 €;546.864;7,70 €;Fr
15.05.2020;34;49;29;21;27;8;10;44.165.324,00 €;0;0,00 €;3;625.675,40 €;3;220.826,60 €;31;7.123,40 €;696;285,50 €;1.290;119,80 €;1.635;81,00 €;24.467;27,90 €;32.755;20,20 €;63.197;15,00 €;130.000;13,20 €;483.058;8,70 €;Fr
22.05.2020;15;40;32;45;12;7;10;45.784.908,00 €;0;0,00 €;4;486.464,60 €;6;114.462,20 €;51;4.488,70 €;811;254,00 €;1.429;112,10 €;1.766;77,70 €;25.688;27,60 €;34.928;19,60 €;63.015;15,60 €;137.776;12,90 €;509.277;8,50 €;Fr
29.05.2020;22;31;36;8;32;6;10;49.515.290,00 €;1;33.290.606,90 €;3;701.466,60 €;4;185.682,30 €;45;5.501,60 €;653;341,20 €;1.325;130,70 €;1.855;80,00 €;26.384;29,00 €;33.536;22,10 €;67.892;15,60 €;145.440;13,20 €;512.630;9,20 €;Fr
05.06.2020;29;39;9;16;17;1;8;41.951.474,00 €;0;0,00 €;4;445.734,40 €;8;78.659,00 €;44;4.767,20 €;798;236,50 €;1.586;92,50 €;2.096;60,00 €;28.782;22,50 €;37.178;16,90 €;70.160;12,80 €;148.099;11,00 €;500.641;8,00 €;Fr
12.06.2020;7;22;30;48;16;8;2;44.339.686,00 €;0;0,00 €;3;628.145,50 €;6;110.849,20 €;68;3.260,20 €;829;240,60 €;1.335;116,20 €;2.722;48,80 €;39.930;17,70 €;36.234;17,70 €;63.024;15,10 €;211.210;8,10 €;529.252;8,00 €;Fr
19.06.2020;38;47;33;2;22;9;2;48.172.672,00 €;0;0,00 €;4;511.834,60 €;6;120.431,60 €;72;3.345,30 €;947;228,90 €;1.508;111,80 €;3.006;48,00 €;40.619;18,30 €;39.424;18,30 €;68.435;15,10 €;205.726;9,10 €;565.413;8,10 €;Fr
26.06.2020;47;34;14;32;16;7;9;51.192.870,00 €;1;44.565.942,80 €;6;362.616,10 €;9;85.321,40 €;59;4.338,30 €;1.027;224,30 €;1.745;102,60 €;2.448;62,70 €;35.445;22,30 €;44.285;17,30 €;72.644;15,10 €;185.201;10,70 €;614.923;7,90 €;Fr
03.07.2020;12;36;48;34;47;7;5;42.878.852,00 €;0;0,00 €;2;911.175,60 €;2;321.591,30 €;60;3.573,20 €;799;241,40 €;1.282;117,00 €;2.669;48,10 €;35.537;18,70 €;37.411;17,10 €;59.259;15,50 €;191.548;8,70 €;520.363;7,80 €;Fr
10.07.2020;5;9;6;29;15;4;9;46.371.114,00 €;0;0,00 €;4;492.693,00 €;11;63.233,30 €;65;3.567,00 €;1.073;194,40 €;1.972;82,30 €;2.695;51,60 €;38.164;18,80 €;45.673;15,20 €;80.100;12,40 €;194.234;9,30 €;599.956;7,30 €;Fr
17.07.2020;13;21;25;35;34;5;10;49.718.822,00 €;0;0,00 €;2;1.056.524,90 €;8;93.222,70 €;45;5.524,30 €;907;246,60 €;1.720;101,10 €;2.369;62,90 €;34.475;22,30 €;41.123;18,10 €;80.026;13,30 €;171.751;11,20 €;579.992;8,10 €;Fr
24.07.2020;7;11;43;19;32;2;8;53.871.124,00 €;0;0,00 €;7;327.074,60 €;12;67.338,90 €;149;1.807,70 €;1.414;171,40 €;2.543;74,10 €;4.653;34,70 €;55.767;14,90 €;55.118;14,60 €;94.807;12,20 €;265.028;7,90 €;717.154;7,10 €;Fr
31.07.2020;3;19;43;28;49;3;2;60.160.420,00 €;0;0,00 €;4;639.204,40 €;7;128.915,10 €;75;4.010,60 €;1.346;201,10 €;1.994;105,50 €;2.777;64,90 €;39.597;23,50 €;57.166;15,70 €;83.707;15,40 €;207.560;11,30 €;815.920;7,00 €;Fr
07.08.2020;28;24;15;9;4;2;6;67.491.386,00 €;2;38.145.589,70 €;7;409.769,10 €;14;72.312,10 €;111;3.040,10 €;1.635;185,70 €;2.933;80,50 €;4.213;48,00 €;56.309;18,50 €;62.604;16,10 €;112.880;12,80 €;276.331;9,50 €;867.952;7,40 €;Fr
14.08.2020;35;9;48;27;20;9;5;43.918.604,00 €;0;0,00 €;4;466.635,10 €;6;109.796,50 €;44;4.990,70 €;815;242,40 €;1.467;104,70 €;2.639;49,90 €;34.660;19,60 €;36.424;18,00 €;62.340;15,10 €;173.921;9,80 €;527.690;7,90 €;Fr
21.08.2020;26;27;49;30;46;2;1;46.425.284,00 €;0;0,00 €;0;0,00 €;7;99.482,70 €;40;5.803,10 €;636;328,40 €;1.232;131,80 €;1.578;88,20 €;25.749;27,90 €;30.645;22,70 €;56.850;17,50 €;142.947;12,60 €;493.058;8,90 €;Fr
28.08.2020;22;41;8;38;11;4;7;50.058.416,00 €;1;34.889.569,00 €;7;585.793,80 €;9;83.430,60 €;107;2.339,10 €;1.128;199,70 €;1.838;95,30 €;4.209;35,60 €;55.178;15,20 €;45.224;15,20 €;75.299;14,20 €;281.033;7,40 €;627.944;7,40 €;Fr
04.09.2020;5;23;49;38;28;3;9;43.185.044,00 €;0;0,00 €;0;0,00 €;8;80.971,90 €;59;3.659,70 €;829;234,40 €;1.357;111,30 €;2.573;50,30 €;38.793;17,20 €;37.462;17,20 €;62.027;14,90 €;203.155;8,20 €;539.177;7,60 €;Fr
11.09.2020;5;2;45;43;24;10;4;46.193.570,00 €;1;21.752.127,20 €;3;1.266.197,00 €;3;230.967,80 €;32;7.217,70 €;778;267,10 €;1.292;125,10 €;2.079;66,60 €;26.570;26,90 €;33.274;20,80 €;64.724;15,30 €;145.915;12,30 €;503.683;8,70 €;Fr
18.09.2020;40;7;14;12;42;7;8;42.151.482,00 €;0;0,00 €;1;1.791.437,90 €;7;90.324,60 €;46;4.581,60 €;890;213,10 €;1.226;120,30 €;1.981;63,80 €;29.930;21,80 €;40.096;15,70 €;57.498;15,70 €;153.761;10,60 €;590.403;6,80 €;Fr
25.09.2020;1;7;9;46;29;9;10;44.554.000,00 €;0;0,00 €;2;946.772,50 €;3;222.770,00 €;38;5.862,30 €;836;239,80 €;1.648;94,60 €;1.897;70,40 €;26.494;26,00 €;37.941;17,60 €;74.725;12,80 €;134.703;12,80 €;507.179;8,30 €;Fr
02.10.2020;39;49;15;34;19;7;2;49.201.984,00 €;0;0,00 €;3;697.028,10 €;3;246.009,90 €;58;4.241,50 €;882;251,00 €;1.430;120,40 €;2.880;51,20 €;42.684;17,90 €;40.801;17,90 €;68.190;15,50 €;232.766;8,20 €;597.409;7,80 €;Fr
09.10.2020;23;17;29;11;1;8;1;52.517.786,00 €;0;0,00 €;7;318.857,90 €;11;71.615,10 €;91;2.885,50 €;1.569;150,60 €;2.633;69,80 €;3.081;51,10 €;39.864;20,40 €;51.181;15,30 €;90.344;12,40 €;191.914;10,60 €;666.529;7,50 €;Fr
16.10.2020;11;35;50;44;5;4;10;58.756.038,00 €;1;58.807.427,70 €;1;2.497.131,60 €;6;146.890,00 €;51;5.760,30 €;893;296,00 €;1.670;123,10 €;2.396;73,50 €;35.078;25,90 €;43.208;20,30 €;80.901;15,60 €;188.029;12,10 €;643.114;8,70 €;Fr
23.10.2020;23;17;21;37;45;9;7;42.624.778,00 €;0;0,00 €;7;258.793,20 €;8;79.921,40 €;61;3.493,80 €;1.047;183,20 €;1.619;92,10 €;2.461;51,90 €;32.831;20,10 €;42.032;15,20 €;64.916;14,10 €;162.291;10,20 €;559.279;7,20 €;Fr
30.10.2020;39;33;19;11;24;1;4;45.696.154,00 €;0;0,00 €;2;971.043,20 €;14;48.960,10 €;61;3.745,50 €;1.007;204,20 €;1.841;86,80 €;2.136;64,10 €;30.368;23,30 €;42.219;16,20 €;78.077;12,50 €;154.141;11,50 €;578.413;7,50 €;Fr
06.11.2020;12;5;50;47;26;3;2;48.576.158,00 €;0;0,00 €;1;2.064.486,70 €;9;80.960,20 €;52;4.670,70 €;962;227,20 €;1.514;112,20 €;2.124;68,60 €;30.877;24,30 €;42.493;17,10 €;66.639;15,60 €;168.210;11,20 €;619.110;7,40 €;Fr
13.11.2020;38;37;5;17;21;4;1;56.738.754,00 €;0;0,00 €;0;0,00 €;11;77.371,00 €;61;4.650,70 €;1.135;224,90 €;2.088;95,10 €;2.536;67,10 €;36.192;24,20 €;47.119;18,00 €;89.262;13,60 €;189.774;11,60 €;677.644;7,90 €;Fr
20.11.2020;50;20;34;49;18;7;8;59.892.288,00 €;1;61.083.832,10 €;6;826.136,50 €;7;128.340,60 €;69;4.340,00 €;907;297,10 €;1.514;138,40 €;2.567;69,90 €;38.445;24,10 €;45.047;19,90 €;71.700;17,90 €;208.252;11,20 €;706.612;8,00 €;Fr
27.11.2020;25;22;2;30;1;10;5;42.032.666,00 €;1;11.237.997,10 €;1;1.786.388,30 €;6;105.081,60 €;38;5.530,60 €;596;317,30 €;1.221;120,40 €;1.924;65,50 €;28.328;22,90 €;31.367;20,10 €;59.115;15,20 €;147.939;11,00 €;466.647;8,60 €;Fr
04.12.2020;40;41;27;1;37;7;10;42.163.680,00 €;0;0,00 €;1;1.791.956,40 €;6;105.409,20 €;26;8.108,40 €;551;344,30 €;935;157,80 €;1.567;80,70 €;23.017;28,30 €;27.273;23,10 €;47.616;19,00 €;127.569;12,80 €;435.004;9,20 €;Fr
11.12.2020;49;13;15;4;41;9;1;44.619.028,00 €;0;0,00 €;2;948.154,30 €;6;111.547,50 €;38;5.870,90 €;605;331,80 €;1.218;128,20 €;1.836;72,90 €;28.685;24,10 €;31.221;21,40 €;59.004;16,20 €;153.412;11,30 €;485.533;8,70 €;Fr
18.12.2020;4;17;28;50;27;5;8;48.273.670,00 €;0;0,00 €;1;2.051.630,90 €;12;60.342,00 €;69;3.498,00 €;758;286,50 €;1.413;119,50 €;2.712;53,40 €;41.473;18,10 €;39.822;18,10 €;68.516;15,10 €;224.774;8,30 €;589.332;7,80 €;Fr
25.12.2020;7;26;42;10;19;9;1;49.937.484,00 €;0;0,00 €;6;353.723,80 €;7;107.008,80 €;62;4.027,20 €;1.082;207,60 €;2.326;75,10 €;2.674;56,00 €;35.605;21,70 €;44.624;16,70 €;92.893;11,50 €;176.960;11,00 €;595.596;8,00 €;Fr
01.01.2021;36;43;17;38;46;6;4;59.476.648,00 €;0;0,00 €;6;421.292,90 €;3;297.383,20 €;62;4.796,50 €;929;288,10 €;1.688;123,30 €;3.417;52,20 €;48.121;19,30 €;45.422;19,30 €;76.881;16,60 €;254.184;9,10 €;669.714;8,40 €;Fr
08.01.2021;22;25;50;8;38;9;8;69.970.634,00 €;0;0,00 €;11;270.341,00 €;19;55.239,90 €;67;5.221,60 €;1.603;196,40 €;2.511;97,50 €;2.915;72,00 €;43.058;25,10 €;61.681;17,00 €;101.893;14,70 €;223.174;12,20 €;858.814;7,70 €;Fr
15.01.2021;19;46;10;32;36;6;4;88.618.590,00 €;1;90.000.000,00 €;7;1.146.823,90 €;14;94.948,40 €;94;4.713,70 €;1.439;277,10 €;2.547;121,70 €;4.817;55,10 €;71.484;19,20 €;68.801;19,20 €;118.958;16,00 €;376.379;9,10 €;1.014.152;8,30 €;Fr
22.01.2021;40;41;38;48;46;6;2;46.514.384,00 €;1;13.778.438,60 €;0;0,00 €;6;116.285,90 €;41;5.672,40 €;622;336,50 €;1.097;148,40 €;1.767;78,90 €;28.872;24,90 €;27.992;24,90 €;49.787;20,00 €;173.387;10,40 €;450.222;9,80 €;Fr
29.01.2021;30;16;36;43;33;4;8;46.038.634,00 €;1;11.125.843,80 €;7;561.929,00 €;5;138.115,90 €;51;4.513,50 €;908;228,10 €;1.329;121,20 €;2.662;51,80 €;39.684;18,80 €;34.733;18,80 €;58.690;16,80 €;218.928;8,30 €;519.953;8,30 €;Fr
05.02.2021;33;46;3;16;2;10;2;45.514.632,00 €;1;11.023.761,80 €;6;322.395,30 €;6;113.786,50 €;49;4.644,30 €;790;259,20 €;1.654;96,30 €;2.011;67,80 €;28.731;24,50 €;35.500;19,20 €;66.941;14,60 €;148.682;11,90 €;511.044;8,50 €;Fr
12.02.2021;27;18;24;44;15;7;2;44.181.040,00 €;0;0,00 €;6;312.949,00 €;4;165.678,90 €;78;2.832,10 €;1.093;181,80 €;1.581;97,80 €;3.143;42,10 €;43.869;15,60 €;43.162;15,30 €;68.140;13,90 €;217.025;7,90 €;588.195;7,10 €;Fr
19.02.2021;35;27;36;38;41;7;5;48.761.956,00 €;0;0,00 €;5;414.476,60 €;6;121.904,80 €;58;4.203,60 €;794;276,30 €;1.304;130,80 €;2.578;56,70 €;39.975;19,10 €;37.821;19,10 €;60.428;17,30 €;219.188;8,60 €;573.547;8,10 €;Fr
26.02.2021;32;24;3;29;13;1;7;52.840.932,00 €;0;0,00 €;2;1.122.869,80 €;8;99.076,70 €;68;3.885,30 €;1.146;207,40 €;2.110;87,60 €;2.860;55,40 €;40.450;20,20 €;50.595;15,60 €;88.937;12,70 €;200.562;10,20 €;686.155;7,30 €;Fr
05.03.2021;23;40;9;42;34;1;4;57.952.640,00 €;0;0,00 €;7;351.855,30 €;3;289.763,20 €;62;4.673,60 €;1.084;240,50 €;2.027;100,00 €;2.354;73,80 €;34.831;25,70 €;45.358;19,10 €;84.655;14,70 €;189.611;11,90 €;650.003;8,50 €;Fr
12.03.2021;26;11;34;6;18;8;5;65.496.724,00 €;1;63.605.426,90 €;5;556.722,10 €;13;75.573,10 €;125;2.619,80 €;1.609;183,10 €;2.746;83,40 €;4.671;42,00 €;60.999;16,60 €;63.567;15,40 €;108.440;12,90 €;316.653;8,00 €;838.595;7,40 €;Fr
19.03.2021;19;37;3;34;11;8;9;45.414.620,00 €;0;0,00 €;11;175.465,50 €;8;85.152,40 €;38;5.975,60 €;1.190;171,70 €;1.905;83,40 €;1.885;72,20 €;27.176;25,90 €;46.642;14,60 €;78.351;12,50 €;140.538;12,50 €;619.857;6,90 €;Fr
26.03.2021;41;44;7;38;50;8;1;48.639.490,00 €;0;0,00 €;4;516.794,50 €;3;243.197,40 €;52;4.676,80 €;725;301,90 €;1.400;121,50 €;2.050;71,10 €;30.387;24,80 €;34.346;21,20 €;62.752;16,60 €;167.631;11,30 €;517.116;8,90 €;Fr
02.04.2021;1;43;36;3;4;2;3;51.003.426,00 €;0;0,00 €;1;2.167.645,60 €;8;95.631,40 €;44;5.795,80 €;793;289,40 €;1.266;141,00 €;2.255;67,80 €;33.337;23,70 €;41.207;18,50 €;63.893;17,10 €;180.370;11,00 €;644.257;7,50 €;Fr
09.04.2021;32;18;23;29;11;3;7;56.427.908,00 €;1;49.162.255,50 €;2;1.199.093,00 €;6;141.069,70 €;141;2.000,90 €;1.364;186,10 €;2.080;94,90 €;5.659;29,90 €;72.783;13,50 €;56.321;13,50 €;87.851;13,50 €;350.887;6,80 €;757.893;6,80 €;Fr
16.04.2021;31;28;12;20;19;6;9;44.301.944,00 €;0;0,00 €;3;627.610,80 €;6;110.754,80 €;63;3.516,00 €;1.117;178,40 €;2.008;77,20 €;2.685;49,40 €;34.386;19,90 €;43.710;15,20 €;76.862;12,30 €;168.065;10,20 €;559.816;7,50 €;Fr
23.04.2021;6;3;11;14;49;5;1;47.946.768,00 €;0;0,00 €;6;339.622,90 €;7;102.743,00 €;55;4.358,70 €;882;244,60 €;1.628;103,00 €;2.388;60,20 €;34.217;21,70 €;41.960;17,10 €;76.248;13,50 €;173.188;10,70 €;594.831;7,60 €;Fr
30.04.2021;43;27;34;40;23;5;7;51.949.360,00 €;0;0,00 €;8;275.980,90 €;9;86.582,20 €;70;3.710,60 €;1.009;231,60 €;1.580;115,00 €;3.303;47,10 €;45.186;17,80 €;45.289;17,20 €;71.999;15,50 €;233.926;8,60 €;640.919;7,70 €;Fr
07.05.2021;27;7;19;3;29;7;10;56.944.200,00 €;0;0,00 €;16;151.258,00 €;17;50.244,80 €;101;2.819,00 €;2.251;113,80 €;3.538;56,30 €;3.132;54,50 €;39.606;22,20 €;71.533;11,90 €;122.062;11,10 €;185.877;11,10 €;817.249;6,60 €;Fr
14.05.2021;42;50;29;15;1;6;3;63.871.516,00 €;0;0,00 €;9;301.615,40 €;8;119.759,00 €;66;4.838,70 €;1.041;276,10 €;1.805;123,80 €;3.038;63,00 €;46.403;21,30 €;45.425;21,00 €;80.339;17,00 €;270.790;9,10 €;686.176;8,80 €;Fr
21.05.2021;39;2;33;15;12;9;4;72.104.566,00 €;0;0,00 €;6;510.740,60 €;8;135.196,00 €;104;3.466,50 €;1.472;220,40 €;2.436;103,50 €;4.405;49,10 €;61.247;18,20 €;63.807;16,90 €;109.633;14,10 €;307.878;9,10 €;902.278;7,60 €;Fr
28.05.2021;15;37;43;35;26;8;3;84.793.944,00 €;1;90.000.000,00 €;5;2.724.741,30 €;12;105.992,40 €;122;3.475,10 €;1.683;226,70 €;2.770;107,10 €;5.696;44,60 €;78.864;16,90 €;73.269;16,90 €;118.711;15,30 €;421.082;7,90 €;1.010.700;7,90 €;Fr
04.06.2021;49;26;13;50;17;7;1;43.990.584,00 €;0;0,00 €;5;373.919,90 €;5;131.971,70 €;45;4.887,80 €;825;239,90 €;1.250;123,10 €;2.328;56,60 €;33.537;20,30 €;35.584;18,50 €;60.343;15,60 €;172.640;9,90 €;530.469;7,90 €;Fr
